"film_id","year","length","budget","votes","genre","rating"
55392,1958,72,14,6,"Action",2.5
52393,2001,110,14.2,1447,"Action",3
25434,1983,88,10.9,14,"Action",3.2
10984,2003,97,13.4,6168,"Drama",4.3
55417,2003,85,9.4,647,"Action",4
32929,1998,93,12.9,443,"Comedy",8.5
20430,1992,100,16.4,11485,"Drama",3.9
25716,1993,105,13.1,59,"Action",8.3
51095,1999,118,10.6,575,"Action",3
26099,2001,120,14,51,"Drama",4.5
26431,1990,82,13.8,445,"Animation",4.1
10852,1977,105,17.7,8,"Comedy",8.5
32900,1995,85,12.8,46,"Comedy",3.6
48110,1984,94,15.3,86,"Drama",4.4
51734,1993,98,11.8,1011,"Drama",4.1
54158,1943,8,10.7,14,"Animation",8.6
32036,1953,70,11.4,17,"Action",3.4
39600,1998,108,10.9,9728,"Action",3.5
41595,1970,71,12.3,8,"Action",4.1
10856,1998,95,13.4,95,"Comedy",8.3
47158,1998,101,9.1,11112,"Action",3.2
23811,2005,113,9.6,3709,"Drama",3.7
40343,2001,90,13.3,23,"Comedy",7.9
18344,2002,82,9,92,"Comedy",3.2
54860,2004,85,15,6,"Action",8.2
56124,2001,15,9.5,14,"Short",7.9
41647,2002,24,10.1,8,"Drama",8.8
22132,1944,8,12,40,"Animation",7.6
28209,1997,87,8.4,17,"Action",4
29786,1991,105,12.1,9,"Romance",3.3
2353,1993,99,15.8,11,"Drama",4
57073,1991,88,7,752,"Drama",4.4
4528,2003,99,13.8,14,"Drama",4.9
49330,1968,9,10.5,10,"Animation",4.4
49881,1941,86,11.9,174,"Comedy",4
50418,1939,10,8.2,13,"Short",7.6
56722,1936,80,12.3,32,"Comedy",8.2
5157,1948,87,10.3,236,"Drama",4.3
30603,2002,15,13.2,10,"Comedy",8.3
49140,2001,92,9.5,18,"Action",3.6
57010,1994,102,16.5,394,"Comedy",4.5
39316,1980,NA,9.6,28,"Action",6
18384,2001,18,6.9,7,"Short",8.3
51216,1956,110,8.1,11,"Comedy",4.9
53425,1997,114,8.6,45,"Comedy",4.1
8995,1957,69,11.1,43,"Action",4
5707,1967,111,14.9,424,"Drama",4.5
24788,1939,107,9.5,181,"Comedy",4.9
299,1997,100,12.5,78,"Action",2.9
10393,1926,71,9.8,30,"Comedy",8
7799,1980,92,13.5,17,"Action",3.9
26879,1995,31,13.6,41,"Drama",7.6
573,1991,93,11.9,162,"Action",2.9
31981,1959,135,7.6,14,"Comedy",4.7
3820,1971,96,11.4,20,"Drama",4.8
22908,1934,75,11.7,46,"Comedy",2.6
6458,1966,111,17.1,4194,"Drama",3.7
57097,2003,83,14,154,"Documentary",8.6
44782,2001,85,13.9,18,"Action",7.7
16318,1942,51,9.4,30,"Drama",3.8
40549,1959,95,7.7,15,"Action",4.7
41132,1969,NA,13.7,50,"Drama",4.4
33056,1990,107,7.8,3882,"Action",6.3
14459,1942,237,9.6,17,"Action",5.1
51194,1932,8,9,8,"Short",8.3
27408,2003,94,12.4,74,"Comedy",3.7
506,2002,94,13.2,33,"Documentary",7.7
50311,1933,77,14.2,8,"Drama",2.8
55252,1996,94,8.1,18,"Action",3.7
39822,1935,245,9.1,75,"Action",3.8
37532,1995,199,11.8,32,"Drama",4.2
40762,1949,7,13.5,57,"Animation",8.5
5545,1939,78,8.9,5,"Action",3.9
56622,1998,112,13.1,464,"Drama",4.2
7449,1978,91,14,7,"Drama",2.9
29673,1957,NA,12,713,"Drama",4.5
20739,2003,110,14,31,"Drama",3.4
28672,1930,99,13.5,54,"Drama",4.7
7469,2003,105,8.1,621,"Comedy",4.5
4770,2002,12,15.7,13,"Comedy",7.7
8100,1987,NA,18.8,58,"Comedy",8.1
34228,1946,17,13.6,46,"Comedy",8.1
21356,2000,100,6.3,120,"Drama",4.1
54963,1975,91,14.9,5,"Action",4.7
35331,1948,10,13.9,7,"Short",8.5
20959,1986,87,11.6,1180,"Drama",3.4
6178,1984,103,15.2,216,"Action",3.6
53006,1936,56,10.4,8,"Action",4.5
12354,1943,81,9.4,11,"Comedy",4.6
36516,1990,112,7,10867,"Action",2.8
21583,1986,111,10.5,2167,"Comedy",6.4
50982,2001,22,10.8,11,"Comedy",8
51665,1952,85,17.4,43,"Drama",3.4
44129,1982,67,15.4,7,"Comedy",8.1
46814,1996,15,11.1,40,"Comedy",7.3
52794,1965,62,9.5,9,"Action",3.9
52884,2004,82,19.2,47,"Comedy",8.7
29445,1985,95,13.8,25,"Action",4.3
22540,1998,NA,8.9,17,"Action",4.8
33843,1989,102,7.8,469,"Comedy",4.2
16800,1999,101,7.4,7,"Drama",3.9
2163,2001,52,11.7,55,"Documentary",8
52465,1998,82,6.2,13,"Action",5.2
14522,1936,8,14.2,66,"Animation",8.3
31741,1959,81,14.5,7,"Comedy",8.2
53504,1993,94,14.8,7,"Action",3.7
7070,1954,79,10.3,71,"Action",5.1
14836,1971,94,10.5,201,"Action",2.8
57707,1966,105,11.9,497,"Comedy",7.2
58161,1999,103,14.3,25,"Drama",3.4
20793,1998,77,10.3,9,"Drama",4.2
39909,2002,88,12.5,8,"Documentary",8.2
53449,1989,100,12.4,50,"Action",3.3
31296,1989,102,12.6,7,"Drama",4
39437,1996,96,17.6,45,"Drama",3.8
36023,1939,82,14.7,42,"Comedy",8.7
9687,1958,51,10,8,"Action",3.2
23090,1965,123,13.5,1506,"Drama",3.9
41409,1999,104,13.5,21,"Drama",4.7
28355,1996,90,10.9,75,"Action",3.8
653,1968,175,11.4,15,"Romance",4.7
52043,1968,89,12.9,140,"Action",4.4
48554,2003,112,8.9,204,"Comedy",4.5
4637,1992,82,9.1,7,"Action",2.8
58004,2003,110,15.6,75,"Comedy",9.2
6668,1948,75,8.7,60,"Drama",3.4
48563,1975,89,15.1,75,"Action",3.9
15453,1917,19,13.6,368,"Comedy",7.8
32443,1970,84,22.1,12,"Action",8.2
54702,2002,NA,19.9,1003,"Drama",4.3
8141,1947,80,14.1,14,"Action",4.2
22289,1959,90,14.6,37,"Comedy",7.3
23572,2002,108,8.2,186,"Drama",5.6
18751,2001,95,13.7,597,"Action",4.4
39028,1974,75,13,6,"Comedy",8
37288,1960,61,12.6,27,"Action",4.5
53022,1964,133,10.8,1616,"Action",1.1
29485,1965,78,11.6,31,"Comedy",7.3
5779,1988,83,15.8,5,"Action",8.4
22511,2000,88,13.6,1148,"Action",5.2
57401,1995,92,12.5,123,"Drama",2.6
36154,1998,104,11.9,1467,"Comedy",2.9
45495,2004,103,12.5,6,"Action",3.8
14153,1966,91,5.3,772,"Action",3.8
6894,1999,99,11.5,1421,"Action",4
38978,2005,90,17.5,31,"Action",8.1
42722,1967,108,14.7,579,"Drama",3.4
29411,1990,NA,11.1,6,"Action",4.9
11978,1982,91,15.5,60,"Action",4.9
43271,1962,94,12.9,1383,"Action",2.7
4166,1989,7,18.3,211,"Animation",7.4
46557,2005,90,9.1,29,"Drama",5.6
18280,1943,7,9.8,12,"Animation",8.2
56879,1987,110,8.5,151,"Action",3.8
47072,1938,65,9.7,19,"Drama",4.2
19944,1983,88,14.2,21,"Action",3.4
56290,1952,86,6.3,155,"Comedy",4
49550,2001,97,14.8,120,"Drama",3.1
34971,1994,94,10.1,50,"Comedy",8.4
48627,2003,93,14.9,7,"Action",3.8
43885,1994,85,12.1,13,"Drama",3.3
11623,1944,72,10.3,47,"Action",3.2
6947,1986,95,13.8,212,"Action",3.9
39903,1914,480,17.6,7,"Action",4.1
43975,1998,97,14.1,259,"Drama",4.3
20327,1909,15,10.7,8,"Drama",8.5
41773,1940,9,12.6,61,"Animation",8
4313,2002,80,6.1,14,"Documentary",5.2
2816,1931,9,9.2,14,"Comedy",7.7
2922,1978,NA,11.5,9,"Comedy",7.5
39929,1993,121,11.4,12394,"Drama",3.6
56605,1965,108,11.2,1414,"Comedy",7.5
27596,1928,6,12.4,9,"Documentary",7.7
21443,1976,112,13.2,21,"Action",3.9
16070,1944,101,8,10,"Romance",4.7
25680,1969,12,11.6,116,"Short",7.9
2829,1982,104,10.7,72,"Drama",5.6
7801,1933,7,11.3,43,"Animation",8.1
49170,2004,90,10,115,"Action",6.7
34948,1997,75,8.5,27,"Documentary",3.2
6251,1962,90,11.6,10,"Action",4.7
5139,1966,94,13.6,241,"Comedy",5.3
31143,1955,115,9.8,37,"Drama",4.6
51426,1998,5,13.5,6,"Short",8.4
9652,2000,92,12.7,2165,"Comedy",8.9
52408,1988,117,13,245,"Drama",5
5037,1969,98,13,22,"Drama",2.3
11621,2002,126,12.5,35,"Drama",3.9
36992,2003,90,9.5,374,"Comedy",4.2
14745,1931,18,13,27,"Documentary",7.9
49866,1955,102,15,716,"Drama",3.6
13229,1999,105,13.5,276,"Action",3.5
11362,1937,72,14.1,8,"Drama",4
4560,1992,126,10.7,23010,"Action",5.4
15018,1999,10,8.3,7,"Short",8
42122,2000,18,7.2,15,"Short",7.1
43695,1967,95,6.1,90,"Comedy",3.1
15574,1949,112,5.8,140,"Drama",2.8
9818,1988,109,13.5,33,"Action",3.7
8166,1953,95,11.6,317,"Comedy",8.7
9569,1930,82,11.1,7,"Drama",4.2
44463,1981,131,12.5,14,"Action",3.2
54265,1999,91,19.6,142,"Comedy",7.8
13750,1963,107,11.2,111,"Drama",3.7
42155,2003,105,13.5,5,"Action",4.7
29338,1997,85,3.3,110,"Drama",3.6
47481,2000,101,5.5,14,"Comedy",2.5
7651,1996,90,10.5,79,"Action",4.8
11354,1909,10,11.7,32,"Drama",8.1
56478,1934,54,12.7,62,"Action",1.6
32289,1992,105,15.4,5,"Documentary",7.5
20566,1996,NA,13.1,13,"Short",8
58695,1981,103,14.4,242,"Drama",4.1
17287,1997,90,13.3,5,"Documentary",7.8
37411,1939,106,13.8,900,"Drama",4.2
16959,1947,64,14.4,7,"Action",4.4
30869,1970,96,9.7,9,"Drama",4.1
12813,1992,93,14.6,66,"Action",8.3
2533,1990,158,14.6,1101,"Drama",4.7
44051,1939,62,14.3,12,"Action",4.1
24783,1974,90,14,125,"Documentary",7.8
20372,1936,88,13.8,16,"Drama",3.8
37138,1995,100,14.5,5,"Romance",4.6
26102,1997,154,10.8,28891,"Drama",4.8
58176,1932,7,13,6,"Animation",8.9
18378,2001,82,17,57,"Action",8.8
53922,1987,92,10.7,6,"Drama",6.2
7883,2000,88,11.2,34,"Comedy",4
42326,1936,90,15.4,32,"Romance",5.3
12503,1999,35,11,62,"Action",7.9
32109,1964,120,15.7,590,"Comedy",8.1
48151,1999,112,11.9,31,"Drama",3.2
34669,1970,90,12.6,25,"Comedy",7.8
34448,1968,96,9.5,16,"Action",3.1
33674,1999,NA,11.6,12,"Drama",4.7
32010,1944,91,6.9,5,"Drama",4.7
17171,1975,97,7.4,668,"Action",5.1
6674,1939,96,10.1,5,"Action",4.5
8316,1996,60,10.3,21,"Documentary",8.3
6472,1997,25,13.8,8,"Drama",3.8
12668,1910,9,16.4,21,"Documentary",7.7
8241,1993,74,11.7,395,"Comedy",3.1
37490,1980,94,11.1,504,"Comedy",7.7
34203,1965,91,10.5,69,"Drama",4.9
53905,1996,55,14.4,89,"Documentary",8.8
57129,1945,8,9.5,42,"Animation",8.7
36349,1993,98,11.4,234,"Action",3.5
35740,2003,NA,11,803,"Comedy",7.5
8511,1955,83,13.2,11,"Action",3.8
43638,1996,89,13.5,42,"Action",3.6
23902,1998,88,12.4,61,"Action",3.9
40188,2003,103,12.8,35,"Action",5.2
58421,1996,80,13.9,77,"Action",3.8
4534,2001,28,13,174,"Comedy",8.1
1043,1947,66,11.9,14,"Action",4.8
49704,1957,91,7.7,14,"Action",3.1
29667,2004,NA,15.2,6,"Drama",4.1
14846,1922,231,13.5,350,"Action",5.3
48485,1939,69,8.4,12,"Action",2.7
29493,1991,100,9.5,70,"Action",4.8
46133,1992,85,14.3,2303,"Comedy",8.2
36220,2002,132,11.9,1651,"Drama",3.3
24378,1999,101,10.4,61,"Romance",4.8
3853,2000,90,12.4,38,"Comedy",8
24554,1948,7,13.1,47,"Animation",8.7
38171,1985,93,15.1,13,"Action",4.8
54306,1927,80,9.3,75,"Drama",3.5
14935,1999,99,13.8,215,"Drama",5.3
27421,1967,130,7.1,9,"Romance",3.9
16275,2004,102,10.1,31,"Comedy",5
36376,1959,86,11.5,5,"Comedy",8.9
5731,1974,99,10.3,89,"Action",5.7
18891,1988,90,12.4,18,"Action",3.7
49992,1986,95,11.9,230,"Action",3.5
29127,2002,12,12.2,11,"Short",8
23409,1944,124,15.9,259,"Comedy",3.1
57710,1982,117,18.1,245,"Drama",2.6
6938,2000,105,9.2,78,"Drama",3.2
28157,2001,91,13.1,3848,"Action",8.1
22113,1956,109,8.4,601,"Drama",5.6
17306,1950,61,14.1,6,"Comedy",8
1679,1986,154,12.3,63961,"Action",5.4
58111,1945,103,10,31,"Drama",3.7
6081,1996,97,6.6,36,"Action",4.9
47936,2004,7,10,25,"Drama",8.6
17734,2002,100,10.2,143,"Comedy",2.5
27725,2000,80,13.2,17,"Action",4.3
41046,1930,NA,14.6,13,"Comedy",7.9
33213,1998,105,16.1,155,"Action",6.1
50535,1995,82,16.3,5,"Action",7.8
13316,1960,84,12.2,7,"Comedy",8.5
30651,1965,154,10.2,458,"Drama",4.8
11885,1952,15,11.2,41,"Comedy",8.7
53761,1969,98,14.7,111,"Comedy",2.8
25239,1997,90,12.9,14,"Action",5.3
34456,2001,17,12.9,24,"Documentary",7.8
47257,1977,95,11.2,27,"Drama",5
58107,1981,50,13.5,11,"Action",3.6
33464,1990,93,14.3,147,"Action",7.7
54302,2004,108,14.6,541,"Drama",3.7
3509,1996,100,11,48,"Drama",4
34890,1969,94,5.7,26,"Documentary",2.1
46936,1994,5,9.5,14,"Short",8.1
53341,2001,112,10.6,423,"Comedy",4.2
43636,1986,NA,15.7,8,"Comedy",8.5
4736,1959,95,14.5,28,"Drama",3
51511,1955,6,9.6,29,"Animation",7.2
15857,1994,94,11.9,37,"Action",4.3
48710,1994,102,9.9,173,"Action",3.5
9211,1993,112,9.3,68,"Drama",3.5
49933,1992,95,10.9,12,"Drama",3.5
51685,1993,116,10.1,1217,"Comedy",3.1
27972,1907,3,12.2,6,"Comedy",7.8
1792,2005,89,11.1,7,"Comedy",8.7
53214,1948,120,8.2,40,"Comedy",3.9
30972,1980,90,12.2,5,"Drama",3.8
48502,1995,109,14.9,55,"Drama",4
14839,1954,7,12.8,30,"Animation",8.8
49023,1976,102,11.8,438,"Comedy",3.5
57434,1933,NA,10.9,26,"Animation",7.3
45841,1993,115,12,19,"Action",3.8
36537,1944,78,9.7,9,"Comedy",8.5
1775,1946,4,10.3,17,"Animation",7.6
48512,1931,7,11,19,"Animation",7.8
29844,2001,80,12.7,155,"Documentary",8.5
27439,1930,55,10.4,5,"Drama",4.6
52796,1956,112,12,10,"Drama",5.8
33675,1992,123,11,209,"Comedy",8.2
15535,1999,88,12.3,158,"Drama",5.1
14410,2002,160,8,16,"Documentary",2.6
50890,1981,NA,13,1256,"Action",3.7
52700,1935,101,6.9,2240,"Comedy",4.4
38663,1981,82,12.3,25,"Comedy",8.1
23697,1950,7,11.9,19,"Animation",3.7
2882,1930,58,15,10,"Action",2.9
6003,1977,88,13.4,83,"Action",5.2
40890,1993,111,11.5,686,"Action",5.4
15010,2004,32,10.9,5,"Comedy",7.7
16481,1991,99,14,376,"Action",8.1
53015,1971,32,15.8,5,"Documentary",7
49940,1975,111,15.7,811,"Comedy",7.8
12507,1944,21,10.8,6,"Drama",7.3
30193,1937,8,11.4,21,"Animation",4.1
14240,1949,98,10.7,12,"Drama",4.2
4991,1998,4,17.3,14,"Short",7.5
24778,1974,105,13.9,47,"Drama",3
23855,1944,79,15.3,8,"Comedy",7.9
52171,1998,5,13,25,"Animation",7.7
9080,1966,6,10.5,17,"Animation",7.8
24353,2002,100,9.7,61,"Drama",4.4
52372,1980,90,14.4,54,"Action",4.8
9261,1998,105,8.7,20,"Action",3.8
50482,2004,100,13.2,40,"Drama",3.3
14797,2003,28,16.2,6,"Short",8.2
38026,2002,95,9.4,62,"Documentary",7.8
43069,1988,98,12.1,823,"Action",7.6
24884,1969,84,11.6,5,"Drama",3.3
33026,2003,83,16.1,595,"Comedy",7.8
7496,1949,90,12.4,38,"Drama",2.7
50971,1981,94,7,5,"Comedy",4.3
26414,1973,108,13.2,4102,"Action",6
52427,1995,109,12.6,3646,"Comedy",8.3
36850,2004,125,9.1,489,"Drama",4.6
30169,1976,91,9.3,655,"Drama",3.9
1976,1953,82,16.3,15,"Comedy",8.6
56335,2002,90,10.7,19,"Documentary",8.3
37395,1993,100,15,30,"Comedy",8.6
5075,1942,57,12.5,6,"Action",4.4
58056,1986,NA,10.2,11,"Action",4.7
19430,2003,18,15.9,6,"Drama",8.3
45167,1938,NA,12.5,87,"Comedy",7.9
5275,2000,80,11,527,"Comedy",4.7
22919,1969,98,17.9,5,"Action",7.9
3054,1999,90,13.1,13,"Drama",3.8
45532,1933,65,12.5,32,"Action",3.3
31118,1968,6,13.2,8,"Animation",7.9
3786,1983,90,11.7,7,"Action",4.4
45746,1995,75,15.6,5,"Action",1.7
58189,1995,102,11.4,35,"Drama",4.4
55662,1943,18,14.7,7,"Documentary",7.3
6303,1985,85,14.6,21,"Action",2.9
16213,1965,95,14.4,7,"Action",2.1
39824,1932,70,8,7,"Action",2.9
52504,1996,110,14.5,10,"Action",5
21342,2003,6,13.4,17,"Comedy",7.2
48146,2003,82,14.3,22,"Documentary",8.9
52472,2003,18,8.6,15,"Comedy",8.1
16700,1995,92,11,114,"Action",5.3
51158,1955,80,13.1,51,"Action",4.8
27902,1943,67,10.9,27,"Action",4.2
18796,2001,100,12.3,10551,"Drama",2.5
24975,2004,102,10,1651,"Action",3
4626,1998,84,12.7,5,"Documentary",8.5
36928,1947,91,10.5,16,"Action",5.6
909,1948,82,9.3,274,"Drama",4
44421,1931,73,9.8,49,"Drama",3.5
9789,1979,NA,11.3,36,"Drama",2.7
32157,1949,97,14.5,27,"Drama",3.5
48278,1983,160,8.5,5,"Drama",4.3
41512,1999,104,13.3,136,"Comedy",8.5
41782,1968,6,7.7,10,"Animation",4.9
57087,1977,6,9.4,5,"Short",8.1
51841,1968,70,14.6,17,"Action",3.6
58747,1984,95,9.4,164,"Comedy",2.6
708,1993,NA,16.4,18,"Action",8
276,1999,101,9.7,4514,"Comedy",3.7
52356,1967,84,11.4,266,"Documentary",8.9
15829,1973,115,12.9,6,"Comedy",7.2
34239,1933,58,14.6,6,"Action",4.7
37399,2004,5,15.4,7,"Drama",8.5
47422,1992,91,11.6,2569,"Action",3.3
21649,1997,28,12.2,61,"Short",7.3
29568,1900,1,9.7,31,"Comedy",8
50352,1938,80,10.9,52,"Comedy",8
18711,2000,97,14.2,496,"Action",2.9
7412,2001,99,12.1,201,"Drama",2.4
37996,1999,106,13.4,1327,"Drama",4.8
18988,1975,119,14.4,1971,"Action",3.4
38181,1993,103,10.4,72,"Drama",4.4
3738,1939,92,16.8,7,"Action",7.7
2286,2003,102,12.4,5,"Drama",5.6
57092,1992,111,6.3,290,"Drama",3.4
22732,1974,110,11.8,10,"Action",4
56983,1955,81,10.4,80,"Action",4.7
52457,1997,105,14.9,11,"Action",7.8
1857,1981,99,8.1,10,"Action",4.1
36915,1992,87,17,5,"Action",8.1
50701,1946,40,10.1,5,"Short",6.9
7161,1966,99,16.6,141,"Comedy",7.3
29854,1965,117,8.5,23,"Drama",4.3
40337,1990,30,12.3,5,"Documentary",7.8
51675,1988,103,12.2,2135,"Documentary",8.1
52948,2003,96,12.8,12,"Documentary",7.8
54498,1955,111,12.3,66,"Action",4.7
31791,2004,87,13.7,13,"Drama",5.3
19441,1988,95,13.7,70,"Comedy",8
23596,1987,30,14.9,312,"Animation",3.8
57893,1942,67,15.8,27,"Drama",3.1
18351,1933,62,11.1,10,"Drama",4
7485,1997,100,11.6,161,"Comedy",7.7
17898,2003,92,12.8,67,"Action",3.6
18340,1986,92,12,9914,"Drama",4
39985,1991,58,13.8,8,"Documentary",7.4
2230,1995,98,9.7,48,"Comedy",4.2
44140,2002,28,12.4,6,"Short",7.7
3487,2004,126,17,16,"Drama",3.3
17376,1953,68,5.8,225,"Drama",4
22439,1983,114,9,30,"Drama",4.5
55753,1926,80,9.8,13,"Drama",5.5
29104,1969,90,12,6,"Action",3.1
23208,1999,105,8.1,60,"Drama",2.9
39330,1983,112,7.6,7,"Documentary",4.3
37200,1940,7,10.8,11,"Animation",8.5
12774,2004,97,7.6,18,"Action",2.5
47946,1998,94,13.2,284,"Comedy",5.1
15705,1985,30,9.5,7,"Documentary",8.1
51606,1941,140,15.2,693,"Drama",1.5
43950,1973,85,12.6,24,"Action",4.3
1400,1962,80,12.8,5,"Drama",4.1
23790,1990,89,9.4,28,"Drama",3.3
58179,1942,7,10.7,42,"Animation",8.4
42517,1930,91,11.3,46,"Comedy",5
14061,1938,100,11.1,67,"Action",3.6
52554,2003,10,11.9,28,"Comedy",8.5
51643,1953,107,15.9,34,"Drama",4
39105,1984,120,8.9,7,"Drama",2.2
57124,1951,62,12.1,14,"Action",4.4
57091,1990,111,17.2,1443,"Drama",3.2
14471,1982,108,11.6,57,"Drama",4.2
49168,2001,90,15,42,"Action",4.4
55451,1938,18,13.1,119,"Comedy",7.8
53695,1959,7,13.4,19,"Animation",8
32811,1997,108,12,1758,"Comedy",7.8
23387,1949,73,12.6,8,"Comedy",7.9
36048,1981,143,9.2,27,"Comedy",1.9
31479,1929,95,5.1,36,"Drama",5.3
41076,1950,74,9.4,47,"Action",4.1
42912,1988,82,14.4,65,"Comedy",7.9
28059,1989,109,14.9,20,"Drama",4
3308,1938,83,10.4,110,"Comedy",8.3
39847,1943,92,11.7,638,"Drama",4.8
3465,1961,90,11.3,210,"Action",2.1
42043,1980,157,11.6,42,"Action",4.5
34956,1969,86,13.4,9,"Action",4.1
17906,1901,5,10.2,39,"Drama",8.3
43478,1948,78,15,12,"Action",4
56925,1936,19,14.8,7,"Comedy",8.4
18828,2002,88,9.8,50,"Drama",2.5
15960,1970,NA,4,7,"Comedy",2.7
10356,2003,6,9.7,12,"Comedy",7.9
10107,1990,91,9.1,82,"Comedy",6.3
46061,1937,54,15.4,28,"Comedy",7.9
24843,1937,102,12.2,10,"Comedy",7.5
40153,1968,6,14.3,8,"Animation",8.7
48533,1974,96,11.4,75,"Action",1.6
48635,1953,16,11.5,54,"Comedy",8.1
15770,1941,8,4.8,46,"Animation",3.8
32631,1949,64,12.9,27,"Comedy",8.1
5772,1996,91,11.8,4310,"Comedy",8.1
26729,1964,94,9.4,10,"Comedy",5.2
29040,1990,115,11,51,"Drama",5.4
41088,2004,23,10.2,8,"Drama",6.9
18759,1989,8,7.7,173,"Animation",8.6
35886,1968,160,15.2,16,"Drama",3.8
32104,2003,9,11.4,83,"Animation",7.4
9427,1973,111,10.7,1155,"Drama",2.5
40140,1968,6,8.8,11,"Animation",4.4
24478,1931,62,13.4,36,"Comedy",4.1
9105,2004,9,14,10,"Short",8.3
32883,1940,81,16,7,"Drama",5.3
25785,1960,84,7.8,9,"Comedy",2.3
22718,1983,94,10.8,15,"Action",4.1
3218,1955,95,9.4,6,"Comedy",3.1
31521,1978,90,9.9,15,"Drama",5.3
6037,1954,95,13.6,79,"Drama",4.2
43686,1932,70,13.8,13,"Drama",3.8
50447,1971,NA,14,67,"Drama",4.3
13469,1943,86,11.7,86,"Action",2.9
27485,1993,NA,7.9,18,"Drama",4.4
20943,2001,80,18,59,"Documentary",8.9
18456,1990,104,13.8,50,"Drama",3.5
12759,1965,85,16.9,27,"Documentary",8.3
20154,1980,96,8.6,124,"Comedy",8.4
35656,1994,115,6.8,8,"Action",4.5
54827,1938,79,8.2,14,"Action",5
24629,1945,85,15.9,130,"Drama",2
32236,1949,100,14.5,48,"Drama",5.2
26437,1999,14,5.7,5,"Romance",3.1
6503,1988,90,11.4,130,"Action",8.4
21645,1977,86,10.3,17,"Action",4.7
53483,2003,6,15.9,8,"Animation",8.8
51689,1982,109,10.3,17071,"Action",4.4
12332,1926,20,10,8,"Comedy",8.4
16942,1942,65,8.6,78,"Action",4.2
42213,1981,94,10.3,254,"Drama",3.4
10120,1996,100,16.3,39,"Drama",4.6
18547,1995,89,13.1,69,"Drama",3.3
11532,1926,NA,5.9,32,"Comedy",7.7
54308,1996,95,14.3,216,"Comedy",7.9
31358,2001,98,11.6,49,"Action",3.8
16972,1998,100,13.2,17,"Drama",4.2
33006,1971,96,13,7,"Action",3.7
31162,2002,90,8.1,10,"Drama",5.4
41453,1996,NA,12.5,126,"Documentary",7.5
17637,1963,97,7,5,"Comedy",4.6
38569,1938,67,16.8,9,"Drama",3.9
36815,2002,90,8.6,39,"Action",4.9
33944,2003,100,15.1,6,"Action",4
46093,2002,79,13,5,"Documentary",8.3
14535,1942,7,15.2,29,"Animation",7.5
26373,2003,75,10.2,12,"Documentary",8.5
10013,1997,88,17.4,59,"Drama",3.6
12381,1949,79,13.1,42,"Drama",5.2
32351,1998,85,11.9,55,"Comedy",7.8
44752,1955,91,13.5,39,"Action",4
53983,1934,118,6.4,144,"Drama",3.9
22825,1992,117,11.8,4705,"Comedy",4.8
19271,1997,91,3.9,22115,"Comedy",4.7
37540,1980,97,12.4,7,"Drama",3.4
10545,1999,114,13.3,17,"Action",3.9
39171,1987,128,13.2,7,"Drama",3.6
49211,2002,91,9.4,801,"Drama",3.7
17951,1943,88,12.5,7,"Drama",4
485,1993,130,15.4,56,"Action",3.3
28889,1989,138,10.8,23,"Drama",3.2
39677,1953,82,8.4,10,"Drama",1.7
49055,1997,97,10.7,1607,"Action",4.8
15851,2005,80,11.1,7,"Documentary",8.2
1935,1952,92,10.6,15,"Action",3.5
24996,1975,105,8,218,"Drama",3.3
19059,2003,12,5.2,8,"Comedy",7.7
12820,1947,100,11.6,450,"Drama",3
16473,1998,115,8.1,88,"Drama",3.7
34013,1930,77,8.5,58,"Drama",4.1
8776,1954,124,12.6,14,"Comedy",8.5
494,1939,62,12.8,11,"Action",4.1
40910,1980,NA,11.4,10,"Drama",3.2
1680,1993,13,7.8,18,"Short",7.7
35843,2004,NA,9.1,11,"Comedy",2.6
44735,1985,105,12.8,489,"Drama",4.9
26720,1978,82,17.3,23,"Comedy",8
38679,1976,97,17.9,8,"Action",7.6
48741,1991,98,14.5,6,"Action",3.7
53232,1966,92,8.8,19,"Action",4.3
34526,1984,115,12.8,2086,"Comedy",2.9
9156,1998,113,12.8,4820,"Comedy",7.7
54006,1992,93,13.7,33,"Action",3.7
54789,1973,NA,11.8,168,"Action",4.7
34800,2003,100,8.9,5,"Comedy",3.7
30678,1968,96,5.7,11,"Comedy",5.1
41885,1982,105,13,9,"Action",2.8
55311,1999,111,17.4,84,"Comedy",9.1
4519,1901,1,8.8,5,"Documentary",8.2
50513,1999,NA,11.3,60,"Comedy",8.2
54971,2001,30,10.1,6,"Short",7.5
30684,1983,100,12.1,645,"Comedy",8.4
48298,1940,98,11.7,20,"Action",3.4
46243,2000,93,10.8,260,"Action",3.7
27712,1991,68,15.3,6,"Action",4.8
38219,2001,116,4.6,4592,"Drama",3.3
2598,1982,90,13,13,"Action",4.2
37917,1972,68,10.7,7,"Action",5.7
52787,1943,7,10.9,102,"Animation",7.8
15641,1973,NA,11,5,"Short",8.1
23262,1939,87,10.4,7,"Drama",4.6
33048,1988,105,11.5,178,"Comedy",3.7
7503,2005,7,18.6,18,"Action",8.2
12651,2002,90,12.9,27,"Documentary",8.1
19454,2001,6,7,11,"Short",8.2
7035,1987,88,14.9,8,"Drama",2.3
14774,2005,93,13.7,17,"Comedy",7.4
42299,1997,103,9.4,270,"Comedy",4.9
54107,1972,104,8.7,106,"Drama",4.3
38738,1937,212,12.1,18,"Action",4
3514,1986,111,12.4,73,"Drama",4.1
1023,1933,88,12.9,5,"Comedy",4.7
